Survived,Pclass,Sex,Age,SibSp,Parch,Fare,cross1,cross2,Embarked_C,Embarked_Q,Embarked_S
1,1,0,28.0,1,0,89.1042,267.31260000000003,28.0,True,False,False
0,3,1,4.0,4,2,31.275,31.275,24.0,False,False,True
0,3,1,74.0,0,0,7.775,7.775,0.0,False,False,True
0,3,0,9.0,1,1,15.2458,15.2458,18.0,True,False,False
1,1,0,16.0,0,1,39.4,118.2,16.0,False,False,True
0,2,0,44.0,1,0,26.0,52.0,44.0,False,False,True
1,3,0,18.0,0,1,9.35,9.35,18.0,False,False,True
1,1,0,45.0,1,1,164.8667,494.6001,90.0,False,False,True
1,1,1,51.0,0,0,26.55,79.65,0.0,False,False,True
1,3,0,24.0,0,3,19.2583,19.2583,72.0,True,False,False
0,3,1,28.0,0,0,7.2292,7.2292,0.0,True,False,False
0,3,1,41.0,2,0,14.1083,14.1083,82.0,False,False,True
0,2,1,21.0,1,0,11.5,23.0,21.0,False,False,True
1,1,0,48.0,0,0,25.9292,77.7876,0.0,False,False,True
0,3,0,28.0,8,2,69.55,69.55,280.0,False,False,True
0,2,1,24.0,0,0,13.0,26.0,0.0,False,False,True
1,2,0,42.0,0,0,13.0,26.0,0.0,False,False,True
1,2,0,27.0,1,0,13.8583,27.7166,27.0,True,False,False
0,1,1,31.0,0,0,50.4958,151.4874,0.0,False,False,True
0,3,1,28.0,0,0,9.5,9.5,0.0,False,False,True
1,3,1,4.0,1,1,11.1333,11.1333,8.0,False,False,True
0,3,1,26.0,0,0,7.8958,7.8958,0.0,False,False,True
1,1,0,47.0,1,1,52.5542,157.6626,94.0,False,False,True
0,1,1,33.0,0,0,5.0,15.0,0.0,False,False,True
0,3,1,47.0,0,0,9.0,9.0,0.0,False,False,True
1,2,0,28.0,1,0,24.0,48.0,28.0,True,False,False
1,3,0,15.0,0,0,7.225,7.225,0.0,True,False,False
0,3,1,20.0,0,0,9.8458,9.8458,0.0,False,False,True
0,3,1,19.0,0,0,7.8958,7.8958,0.0,False,False,True
0,3,1,28.0,0,0,7.8958,7.8958,0.0,False,False,True
1,1,0,56.0,0,1,83.1583,249.4749,56.0,True,False,False
1,2,0,25.0,0,1,26.0,52.0,25.0,False,False,True
0,3,1,33.0,0,0,7.8958,7.8958,0.0,False,False,True
0,3,0,22.0,0,0,10.5167,10.5167,0.0,False,False,True
0,2,1,28.0,0,0,10.5,21.0,0.0,False,False,True
0,3,1,25.0,0,0,7.05,7.05,0.0,False,False,True
0,3,0,39.0,0,5,29.125,29.125,195.0,False,True,False
0,2,1,27.0,0,0,13.0,26.0,0.0,False,False,True
1,1,0,19.0,0,0,30.0,90.0,0.0,False,False,True
0,3,0,28.0,1,2,23.45,23.45,84.0,False,False,True
1,1,1,26.0,0,0,30.0,90.0,0.0,True,False,False
0,3,1,32.0,0,0,7.75,7.75,0.0,False,True,False
